aero_map_id,setup_id,speed_mps,front_height_m,rear_height_m,yaw_deg,drs,cl_front,cl_rear,cd,downforce_n,drag_n,data_source_type,synthetic_flag,model_version,data_version,generation_timestamp,random_seed,validation_status
853,4,0,0.055,0.06,-5,0,1.17874939666,1.66691734846,0.673282383864,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
854,4,0,0.055,0.06,-5,1,1.17874939666,1.25018801135,0.552091554768,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
855,4,0,0.055,0.06,0,0,1.20557187945,1.70484810967,0.665782383864,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
856,4,0,0.055,0.06,0,1,1.20557187945,1.27863608226,0.545941554768,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
857,4,0,0.055,0.06,5,0,1.17874939666,1.66691734846,0.673282383864,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
858,4,0,0.055,0.06,5,1,1.17874939666,1.25018801135,0.552091554768,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
859,4,0,0.055,0.085,-5,0,1.10811485115,1.56096553019,0.666961223125,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
860,4,0,0.055,0.085,-5,1,1.10811485115,1.17072414764,0.546908202963,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
861,4,0,0.055,0.085,0,0,1.13333004245,1.59648535416,0.659461223125,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
862,4,0,0.055,0.085,0,1,1.13333004245,1.19736401562,0.540758202963,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
863,4,0,0.055,0.085,5,0,1.10811485115,1.56096553019,0.666961223125,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
864,4,0,0.055,0.085,5,1,1.10811485115,1.17072414764,0.546908202963,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
865,4,30,0.025,0.04,-5,0,1.28501608557,1.82631738182,0.68279230308,2572.68386084,564.583885609,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
866,4,30,0.025,0.04,-5,1,1.28501608557,1.36973803636,0.559889688525,2195.14981457,462.958786199,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
867,4,30,0.025,0.04,0,0,1.31425667049,1.86787529623,0.67529230308,2631.22536999,558.382323109,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
868,4,30,0.025,0.04,0,1,1.31425667049,1.40090647218,0.553739688525,2245.1005236,457.873504949,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
869,4,30,0.025,0.04,5,0,1.28501608557,1.82631738182,0.68279230308,2572.68386084,564.583885609,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
870,4,30,0.025,0.04,5,1,1.28501608557,1.36973803636,0.559889688525,2195.14981457,462.958786199,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
871,4,30,0.025,0.06,-5,0,1.3256310992,1.88723990227,0.686426983925,2656.64270934,567.589312333,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
872,4,30,0.025,0.06,-5,1,1.3256310992,1.4154299267,0.562870126818,2266.51483579,465.423236113,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
873,4,30,0.025,0.06,0,0,1.35579588015,1.93018411072,0.678926983925,2717.09470495,561.387749833,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
874,4,30,0.025,0.06,0,1,1.35579588015,1.44763808304,0.556720126818,2318.08945832,460.337954863,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
875,4,30,0.025,0.06,5,0,1.3256310992,1.88723990227,0.686426983925,2656.64270934,567.589312333,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
876,4,30,0.025,0.06,5,1,1.3256310992,1.4154299267,0.562870126818,2266.51483579,465.423236113,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
877,4,30,0.025,0.085,-5,0,1.22179959026,1.73149263885,0.677134991558,2442.00351195,559.905996144,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
878,4,30,0.025,0.085,-5,1,1.22179959026,1.29861947914,0.555250693077,2084.07151801,459.122916838,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
879,4,30,0.025,0.085,0,0,1.24960168168,1.77089281301,0.669634991558,2497.57138529,553.704433644,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
880,4,30,0.025,0.085,0,1,1.24960168168,1.32816960975,0.549100693077,2131.4946366,454.037635588,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
881,4,30,0.025,0.085,5,0,1.22179959026,1.73149263885,0.677134991558,2442.00351195,559.905996144,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
882,4,30,0.025,0.085,5,1,1.22179959026,1.29861947914,0.555250693077,2084.07151801,459.122916838,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
883,4,30,0.04,0.04,-5,0,1.29100489902,1.835300602,0.683328248376,2585.06386115,565.027045376,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
884,4,30,0.04,0.04,-5,1,1.29100489902,1.3764754515,0.560329163669,2205.67281483,463.322177209,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
885,4,30,0.04,0.04,0,0,1.3203817596,1.8770629299,0.675828248376,2643.88707763,558.825482876,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
886,4,30,0.04,0.04,0,1,1.3203817596,1.40779719742,0.554179163669,2255.86297509,458.236895959,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
887,4,30,0.04,0.04,5,0,1.29100489902,1.835300602,0.683328248376,2585.06386115,565.027045376,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
888,4,30,0.04,0.04,5,1,1.29100489902,1.3764754515,0.560329163669,2205.67281483,463.322177209,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
889,4,30,0.04,0.06,-5,0,1.33220071458,1.89709432533,0.687014905804,2670.22333612,568.075450237,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
890,4,30,0.04,0.06,-5,1,1.33220071458,1.422820744,0.56335222276,2278.05836856,465.821869194,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
891,4,30,0.04,0.06,0,0,1.36251498735,1.94026277152,0.679514905804,2730.98435936,561.873887737,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
892,4,30,0.04,0.06,0,1,1.36251498735,1.45519707864,0.55720222276,2329.89566456,460.736587944,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
893,4,30,0.04,0.06,5,0,1.33220071458,1.89709432533,0.687014905804,2670.22333612,568.075450237,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
894,4,30,0.04,0.06,5,1,1.33220071458,1.422820744,0.56335222276,2278.05836856,465.821869194,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
895,4,30,0.04,0.085,-5,0,1.22688439658,1.73911984834,0.677590036294,2452.51476002,560.28226126,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
896,4,30,0.04,0.085,-5,1,1.22688439658,1.30433988625,0.555623829761,2093.00607887,459.431454233,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
897,4,30,0.04,0.085,0,0,1.25480219294,1.7786935799,0.670090036294,2508.32181717,554.08069876,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
898,4,30,0.04,0.085,0,1,1.25480219294,1.33402018493,0.549473829761,2140.6325037,454.346172983,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
899,4,30,0.04,0.085,5,0,1.22688439658,1.73911984834,0.677590036294,2452.51476002,560.28226126,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
900,4,30,0.04,0.085,5,1,1.22688439658,1.30433988625,0.555623829761,2093.00607887,459.431454233,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
901,4,30,0.055,0.04,-5,0,1.15111979696,1.6254729489,0.670809781547,2295.89512673,554.675838116,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
902,4,30,0.055,0.04,-5,1,1.15111979696,1.21910471168,0.550064020868,1959.87939057,454.834187255,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
903,4,30,0.055,0.04,0,0,1.17731356726,1.66246064139,0.663309781547,2348.13829878,548.474275616,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
904,4,30,0.055,0.04,0,1,1.17731356726,1.24684548104,0.543914020868,2004.47651306,449.748906005,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
905,4,30,0.055,0.04,5,0,1.15111979696,1.6254729489,0.670809781547,2295.89512673,554.675838116,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
906,4,30,0.055,0.04,5,1,1.15111979696,1.21910471168,0.550064020868,1959.87939057,454.834187255,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
907,4,30,0.055,0.06,-5,0,1.17874939666,1.66691734846,0.673282383864,2353.01068987,556.720371157,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
908,4,30,0.055,0.06,-5,1,1.17874939666,1.25018801135,0.552091554768,2008.42761925,456.510704349,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
909,4,30,0.055,0.06,0,0,1.20557187945,1.70484810967,0.665782383864,2406.55352851,550.518808657,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
910,4,30,0.055,0.06,0,1,1.20557187945,1.27863608226,0.545941554768,2054.12945834,451.425423099,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
911,4,30,0.055,0.06,5,0,1.17874939666,1.66691734846,0.673282383864,2353.01068987,556.720371157,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
912,4,30,0.055,0.06,5,1,1.17874939666,1.25018801135,0.552091554768,2008.42761925,456.510704349,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
913,4,30,0.055,0.085,-5,0,1.10811485115,1.56096553019,0.666961223125,2206.99584032,551.493561372,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
914,4,30,0.055,0.085,-5,1,1.10811485115,1.17072414764,0.546908202963,1884.31499713,452.224720325,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
915,4,30,0.055,0.085,0,0,1.13333004245,1.59648535416,0.659461223125,2257.21610607,545.291998872,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
916,4,30,0.055,0.085,0,1,1.13333004245,1.19736401562,0.540758202963,1927.19264926,447.139439075,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
917,4,30,0.055,0.085,5,0,1.10811485115,1.56096553019,0.666961223125,2206.99584032,551.493561372,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
918,4,30,0.055,0.085,5,1,1.10811485115,1.17072414764,0.546908202963,1884.31499713,452.224720325,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
919,4,50,0.025,0.04,-5,0,1.28501608557,1.82631738182,0.68279230308,7146.34405789,1568.28857114,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
920,4,50,0.025,0.04,-5,1,1.28501608557,1.36973803636,0.559889688525,6097.6383738,1285.99662833,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
921,4,50,0.025,0.04,0,0,1.31425667049,1.86787529623,0.67529230308,7308.95936108,1551.06200864,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
922,4,50,0.025,0.04,0,1,1.31425667049,1.40090647218,0.553739688525,6236.39034332,1271.87084708,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
923,4,50,0.025,0.04,5,0,1.28501608557,1.82631738182,0.68279230308,7146.34405789,1568.28857114,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
924,4,50,0.025,0.04,5,1,1.28501608557,1.36973803636,0.559889688525,6097.6383738,1285.99662833,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
925,4,50,0.025,0.06,-5,0,1.3256310992,1.88723990227,0.686426983925,7379.5630815,1576.6369787,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
926,4,50,0.025,0.06,-5,1,1.3256310992,1.4154299267,0.562870126818,6295.87454387,1292.84232254,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
927,4,50,0.025,0.06,0,0,1.35579588015,1.93018411072,0.678926983925,7547.48529154,1559.4104162,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
928,4,50,0.025,0.06,0,1,1.35579588015,1.44763808304,0.556720126818,6439.13738421,1278.71654129,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
929,4,50,0.025,0.06,5,0,1.3256310992,1.88723990227,0.686426983925,7379.5630815,1576.6369787,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
930,4,50,0.025,0.06,5,1,1.3256310992,1.4154299267,0.562870126818,6295.87454387,1292.84232254,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
931,4,50,0.025,0.085,-5,0,1.22179959026,1.73149263885,0.677134991558,6783.34308874,1555.29443373,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
932,4,50,0.025,0.085,-5,1,1.22179959026,1.29861947914,0.555250693077,5789.08755002,1275.34143566,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
933,4,50,0.025,0.085,0,0,1.24960168168,1.77089281301,0.669634991558,6937.69829247,1538.06787123,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
934,4,50,0.025,0.085,0,1,1.24960168168,1.32816960975,0.549100693077,5920.818435,1261.21565441,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
935,4,50,0.025,0.085,5,0,1.22179959026,1.73149263885,0.677134991558,6783.34308874,1555.29443373,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
936,4,50,0.025,0.085,5,1,1.22179959026,1.29861947914,0.555250693077,5789.08755002,1275.34143566,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
937,4,50,0.04,0.04,-5,0,1.29100489902,1.835300602,0.683328248376,7180.73294764,1569.51957049,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
938,4,50,0.04,0.04,-5,1,1.29100489902,1.3764754515,0.560329163669,6126.86893009,1287.0060478,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
939,4,50,0.04,0.04,0,0,1.3203817596,1.8770629299,0.675828248376,7344.13077119,1552.29300799,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
940,4,50,0.04,0.04,0,1,1.3203817596,1.40779719742,0.554179163669,6266.28604192,1272.88026655,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
941,4,50,0.04,0.04,5,0,1.29100489902,1.835300602,0.683328248376,7180.73294764,1569.51957049,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
942,4,50,0.04,0.04,5,1,1.29100489902,1.3764754515,0.560329163669,6126.86893009,1287.0060478,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
943,4,50,0.04,0.06,-5,0,1.33220071458,1.89709432533,0.687014905804,7417.28704478,1577.98736177,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
944,4,50,0.04,0.06,-5,1,1.33220071458,1.422820744,0.56335222276,6327.93991266,1293.94963665,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
945,4,50,0.04,0.06,0,0,1.36251498735,1.94026277152,0.679514905804,7586.06766489,1560.76079927,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
946,4,50,0.04,0.06,0,1,1.36251498735,1.45519707864,0.55720222276,6471.93240156,1279.8238554,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
947,4,50,0.04,0.06,5,0,1.33220071458,1.89709432533,0.687014905804,7417.28704478,1577.98736177,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
948,4,50,0.04,0.06,5,1,1.33220071458,1.422820744,0.56335222276,6327.93991266,1293.94963665,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
949,4,50,0.04,0.085,-5,0,1.22688439658,1.73911984834,0.677590036294,6812.54100005,1556.33961461,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
950,4,50,0.04,0.085,-5,1,1.22688439658,1.30433988625,0.555623829761,5813.90577463,1276.19848398,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
951,4,50,0.04,0.085,0,0,1.25480219294,1.7786935799,0.670090036294,6967.56060325,1539.11305211,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
952,4,50,0.04,0.085,0,1,1.25480219294,1.33402018493,0.549473829761,5946.20139917,1262.07270273,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
953,4,50,0.04,0.085,5,0,1.22688439658,1.73911984834,0.677590036294,6812.54100005,1556.33961461,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
954,4,50,0.04,0.085,5,1,1.22688439658,1.30433988625,0.555623829761,5813.90577463,1276.19848398,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
955,4,50,0.055,0.04,-5,0,1.15111979696,1.6254729489,0.670809781547,6377.48646314,1540.76621699,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
956,4,50,0.055,0.04,-5,1,1.15111979696,1.21910471168,0.550064020868,5444.10941826,1263.42829793,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
957,4,50,0.055,0.04,0,0,1.17731356726,1.66246064139,0.663309781547,6522.60638549,1523.53965449,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
958,4,50,0.055,0.04,0,1,1.17731356726,1.24684548104,0.543914020868,5567.99031407,1249.30251668,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
959,4,50,0.055,0.04,5,0,1.15111979696,1.6254729489,0.670809781547,6377.48646314,1540.76621699,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
960,4,50,0.055,0.04,5,1,1.15111979696,1.21910471168,0.550064020868,5444.10941826,1263.42829793,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
961,4,50,0.055,0.06,-5,0,1.17874939666,1.66691734846,0.673282383864,6536.14080521,1546.44547544,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
962,4,50,0.055,0.06,-5,1,1.17874939666,1.25018801135,0.552091554768,5578.96560902,1268.08528986,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
963,4,50,0.055,0.06,0,0,1.20557187945,1.70484810967,0.665782383864,6684.87091253,1529.21891294,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
964,4,50,0.055,0.06,0,1,1.20557187945,1.27863608226,0.545941554768,5705.91516205,1253.95950861,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
965,4,50,0.055,0.06,5,0,1.17874939666,1.66691734846,0.673282383864,6536.14080521,1546.44547544,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
966,4,50,0.055,0.06,5,1,1.17874939666,1.25018801135,0.552091554768,5578.96560902,1268.08528986,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
967,4,50,0.055,0.085,-5,0,1.10811485115,1.56096553019,0.666961223125,6130.5440009,1531.92655937,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
968,4,50,0.055,0.085,-5,1,1.10811485115,1.17072414764,0.546908202963,5234.20832536,1256.17977868,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
969,4,50,0.055,0.085,0,0,1.13333004245,1.59648535416,0.659461223125,6270.04473908,1514.69999687,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
970,4,50,0.055,0.085,0,1,1.13333004245,1.19736401562,0.540758202963,5353.31291462,1242.05399743,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
971,4,50,0.055,0.085,5,0,1.10811485115,1.56096553019,0.666961223125,6130.5440009,1531.92655937,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
972,4,50,0.055,0.085,5,1,1.10811485115,1.17072414764,0.546908202963,5234.20832536,1256.17977868,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
973,4,70,0.025,0.04,-5,0,1.28501608557,1.82631738182,0.68279230308,14006.8343535,3073.84559943,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
974,4,70,0.025,0.04,-5,1,1.28501608557,1.36973803636,0.559889688525,11951.3712127,2520.55339153,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
975,4,70,0.025,0.04,0,0,1.31425667049,1.86787529623,0.67529230308,14325.5603477,3040.08153693,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
976,4,70,0.025,0.04,0,1,1.31425667049,1.40090647218,0.553739688525,12223.3250729,2492.86686028,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
977,4,70,0.025,0.04,5,0,1.28501608557,1.82631738182,0.68279230308,14006.8343535,3073.84559943,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
978,4,70,0.025,0.04,5,1,1.28501608557,1.36973803636,0.559889688525,11951.3712127,2520.55339153,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
979,4,70,0.025,0.06,-5,0,1.3256310992,1.88723990227,0.686426983925,14463.9436397,3090.20847826,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
980,4,70,0.025,0.06,-5,1,1.3256310992,1.4154299267,0.562870126818,12339.914106,2533.97095217,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
981,4,70,0.025,0.06,0,0,1.35579588015,1.93018411072,0.678926983925,14793.0711714,3056.44441576,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
982,4,70,0.025,0.06,0,1,1.35579588015,1.44763808304,0.556720126818,12620.7092731,2506.28442092,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
983,4,70,0.025,0.06,5,0,1.3256310992,1.88723990227,0.686426983925,14463.9436397,3090.20847826,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
984,4,70,0.025,0.06,5,1,1.3256310992,1.4154299267,0.562870126818,12339.914106,2533.97095217,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
985,4,70,0.025,0.085,-5,0,1.22179959026,1.73149263885,0.677134991558,13295.3524539,3048.37709012,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
986,4,70,0.025,0.085,-5,1,1.22179959026,1.29861947914,0.555250693077,11346.611598,2499.6692139,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
987,4,70,0.025,0.085,0,0,1.24960168168,1.77089281301,0.669634991558,13597.8886532,3014.61302762,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
988,4,70,0.025,0.085,0,1,1.24960168168,1.32816960975,0.549100693077,11604.8041326,2471.98268265,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
989,4,70,0.025,0.085,5,0,1.22179959026,1.73149263885,0.677134991558,13295.3524539,3048.37709012,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
990,4,70,0.025,0.085,5,1,1.22179959026,1.29861947914,0.555250693077,11346.611598,2499.6692139,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
991,4,70,0.04,0.04,-5,0,1.29100489902,1.835300602,0.683328248376,14074.2365774,3076.25835816,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
992,4,70,0.04,0.04,-5,1,1.29100489902,1.3764754515,0.560329163669,12008.663103,2522.53185369,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
